kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
弟,テイ,テイ|ダイ|デ,おとうと,ダイ,おとうと,いとこ|おとうと|きょうだい,◆同じ親を持つ自分よりも後から生まれた男子、同「𠂖」、先に生まれた男子は「兄」◆年長者や兄姉を敬い従う、同「悌」◆「弟靡(テイビ)」、逆らうことなく従う、「【莊子集解:內篇】因以爲弟靡(釋文弟音頹弟靡不窮之貌…列子作茅靡)」◆師の教えを受ける者,ソ丷弓弔ノ丿𢎨弟,弓,,3s,3,4,7,di,di4,d,i4,4,none,1,-k,3,"[{""word"": ""弟"", ""kana"": ""おとうと""}, {""word"": ""兄弟"", ""kana"": ""きょうだい""}, {""word"": ""従兄弟"", ""kana"": ""いとこ""}]",定,舌,全濁,齊,蟹,,開,上,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""齊"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""齊"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""齊"", ""tone"": ""上"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""定"", ""rhyme"": ""齊"", ""tone"": ""上"", ""grade"": null, ""openness"": ""開""}",1
弱,ジャク,ジャク|ニャク,よわ・い|よわ・る|よわ・まる|よわ・める,,よわ・い|よわ・る|よわ・まる|よわ・める,よわい|よわみ|よわめる,◆(何かをするために必要な)力が十分でない、力が足りない、力が劣(おと)っている、力強さがない◆やや足りない、やや及ばない◆衰(おとろ)える、力強さがなくなる◆しなやかなさま、柔らかいさま◆若い、幼い,弓ン冫ノ丿２４弱,弓,,3s,3,7,10,ruo,ruo4,r,uo4,4,none,1,-k,3,"[{""word"": ""弱い"", ""kana"": ""よわい""}, {""word"": ""弱み"", ""kana"": ""よわみ""}, {""word"": ""弱める"", ""kana"": ""よわめる""}]",日,齒,次濁,陽,宕,,開,入,1,ク,"[{""initial"": ""日"", ""initial_category"": ""齒"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""日"", ""rhyme"": ""陽"", ""tone"": ""入"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""日"", ""rhyme"": ""陽"", ""tone"": ""入"", ""grade"": null, ""openness"": ""開""}",1
張,チョウ,チョウ,は・る,チョウ,は・る,かくちょう|がんばる|きんちょう|しゅちょう|しゅっちょう|はる|やはり|よくばり,◆弓や弦楽器の弦(ゲン、つる)を弛(たる)まないように掛ける、二点間に糸や網などを渡す◆弛(ゆる)みがないようにぴんと伸ばす、皺(しわ)にならないようにぴんと延(の)ばす◆(弦を張った弓のように)大きく膨(ふく)らむ、大きく延ばす、大きく広げる◆(強く張った弦のように)ぴんとしているさま、動作や状態がまっすぐで揺らぎがないさま◆(弓や琴、網や幕など)ぴんと伸ばした(延ばした)ものを数える語◆二十八宿南方朱雀スザクの一つ ,弓長張,弓,長,3s,3,8,11,zhang,zhang1,zh,ang1,1,-ng,0,none,8,"[{""word"": ""出張"", ""kana"": ""しゅっちょう""}, {""word"": ""張る"", ""kana"": ""はる""}, {""word"": ""頑張る"", ""kana"": ""がんばる""}, {""word"": ""矢張り"", ""kana"": ""やはり""}, {""word"": ""拡張"", ""kana"": ""かくちょう""}, {""word"": ""緊張"", ""kana"": ""きんちょう""}, {""word"": ""主張"", ""kana"": ""しゅちょう""}, {""word"": ""欲張り"", ""kana"": ""よくばり""}]",知,舌,全清,陽,宕,,開,平,0,,"[{""initial"": ""知"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""知"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
強,キョウ,キョウ|ゴウ,つよ・い|つよ・まる|つよ・める|し・いる|こわ・い|あなが・ち,キョウ|ゴウ,つよ・い|つよ・まる|つよ・める,がまんづよい|きょうちょう|ごうとう|ちからづよい|つよい|べんきょう,◆堅(かた)く曲がったり歪(ゆが)んだり弛(ゆる)んだりすることがないさま、どんな力にも揺(ゆら)らがないさま◆力や勢いがあるさま、体力・気力が漲(みなぎ)っているさま◆勤(つと)める、勉(つと)める、力を尽くす、力を出し切る、「勉強(ベンキョウ)」◆猛々(たけだけ)しい◆力づくで～、無理に～◆あなが・ち、必ずしも◆～に勝(まさ)る◆「強䖹(キョウヨウ)」、米穀類に棲(す)み付く小さな黒褐色の虫、コクゾウムシ(穀象虫)の類、同「蚚」「蛄䗐(コシ)」、「【爾雅注疏:釋蟲】強蚚(《疏》强蟲名也一名蚚好自摩捋者蓋蠅類)」,弓ム厶中虫𧈧強,弓,𧈧,3s,3,8,11,qiang,qiang2,q,iang2,2,-ng,0,none,6,"[{""word"": ""強い"", ""kana"": ""つよい""}, {""word"": ""勉強"", ""kana"": ""べんきょう""}, {""word"": ""我慢強い"", ""kana"": ""がまんづよい""}, {""word"": ""強調"", ""kana"": ""きょうちょう""}, {""word"": ""強盗"", ""kana"": ""ごうとう""}, {""word"": ""力強い"", ""kana"": ""ちからづよい""}]",羣,牙,全濁,陽,宕,,開,平,0,,"[{""initial"": ""羣"", ""initial_category"": ""牙"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""羣"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""羣"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
弾,タン,タン|ダン,はじ・く|ひ・く|はず・む|たま,,ひ・く,ひく,◆弓の弦(ゲン、つる)を大きく引き絞って矢を射(い)る、弦楽器を鳴らす、弦を引いたり引っ掛けたりしたした後にぱっと放す動き、またそれによって起こる振動や音を指す◆跳(は)ね返る◆たま、鉄砲などの玉、(弾丸のような)丸いもの◆厳しく糺(ただ)す,弓ツ⺍田甲十単弾,弓,単,3s,3,9,12,dan,dan4,d,an4,4,-n,0,none,1,"[{""word"": ""弾く"", ""kana"": ""ひく""}]",定,舌,全濁,寒,山,,開,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""定"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
当,トウ,トウ,あ・たる,トウ,あ・たる,あたりまえ|あたる|あてる|たんとう|つきあたり|てきとう|とうじつ|ひあたり|べんとう|ほんとう|ほんとうに,◆正面からぶつかる、正面から向き合う、相対する、同「噹」◆適合する、相応しい◆受け持つ、引き受ける◆そうするべき、そうあるべき◆この(this)、今、此処(ここ)◆繁「噹」,ソハ小ヨ当,小,03妇-女,3c,3,3,6,dang,dang1,d,ang1,1,-ng,0,none,11,"[{""word"": ""弁当"", ""kana"": ""べんとう""}, {""word"": ""本当"", ""kana"": ""ほんとう""}, {""word"": ""本当に"", ""kana"": ""ほんとうに""}, {""word"": ""当たる"", ""kana"": ""あたる""}, {""word"": ""当てる"", ""kana"": ""あてる""}, {""word"": ""適当"", ""kana"": ""てきとう""}, {""word"": ""当たり前"", ""kana"": ""あたりまえ""}, {""word"": ""担当"", ""kana"": ""たんとう""}, {""word"": ""突き当り"", ""kana"": ""つきあたり""}, {""word"": ""当日"", ""kana"": ""とうじつ""}]",端,舌,全清,唐,宕,,開,平,0,,"[{""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""唐"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""唐"", ""rhyme_category"": ""宕"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
彙,イ,イ,,イ,,ごい,◆ハリネズミ(針鼠)、ハリネズミ亜科の哺乳類の総称、針のように尖った毛を持つ小形の動物、同「蝟(猬)」◆類(たぐい)、同類(同様)のもの、またその集まり、同「類」◆同様のものが集まり一つになる、同様のものを一つに纏(まと)める、また一つに纏めたもの、同簡「汇」,レＬフ一彑ワ冖田甲木果彙,彑,10彙-彑,3t,3,10,13,hui,hui4,h,ui4,4,none,0,none,1,"[{""word"": ""語彙"", ""kana"": ""ごい""}]",,,,,,,,,0,,,0,,,,,0
形,ケイ,ケイ|ギョウ,かたち|かた|なり,ケイ|ギョウ,かたち|かた,えんけい|かたち|けいしき|さんかくけい|せいほうけい|ちょうほうけい|にんぎょう,◆ものの表に現れた姿、外観◆ものの表の様子、状態◆型、様式,一ノ丿ナ十２廾二开３彡形,彡,开,3u,3,4,7,xing,xing2,x,ing2,2,-ng,0,none,7,"[{""word"": ""形"", ""kana"": ""かたち""}, {""word"": ""人形"", ""kana"": ""にんぎょう""}, {""word"": ""円形"", ""kana"": ""えんけい""}, {""word"": ""形式"", ""kana"": ""けいしき""}, {""word"": ""三角形"", ""kana"": ""さんかくけい""}, {""word"": ""正方形"", ""kana"": ""せいほうけい""}, {""word"": ""長方形"", ""kana"": ""ちょうほうけい""}]",匣,喉,全濁,青,梗,,開,平,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""青"", ""rhyme_category"": ""梗"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""青"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""匣"", ""rhyme"": ""青"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
影,エイ,エイ|ヨウ,かげ,エイ,かげ,えいきょう|かげ|さつえい,◆光が遮(さえぎ)られてできる像(ゾウ)◆鏡などに映(うつ)った像、実物と同じような姿や形◆写真、肖像、映像、映画◆[日](ものの影になって)光の当たらないさま、また表に出ないさま,日亠口小京景ノ丿３彡影,彡,景,3u,3,12,15,ying,ying3,y,ing3,3,-ng,0,none,3,"[{""word"": ""影響"", ""kana"": ""えいきょう""}, {""word"": ""影"", ""kana"": ""かげ""}, {""word"": ""撮影"", ""kana"": ""さつえい""}]",影,喉,全清,庚,梗,三,開,上,0,,"[{""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": ""三"", ""rhyme"": ""庚"", ""rhyme_category"": ""梗"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""影"", ""rhyme"": ""庚"", ""tone"": ""上"", ""grade"": ""三"", ""openness"": ""開""}","{""initial"": ""影"", ""rhyme"": ""庚"", ""tone"": ""上"", ""grade"": ""三"", ""openness"": ""開""}",1
役,エキ,エキ|ヤク,,ヤク,,しやくしょ|しゅやく|やく|やくいん|やくしょ|やくだつ|やくにたつ|やくめ|やくわり,◆辺境の守備をさせる、人に厳しい労働をさせる◆労働、戦(いくさ)、またそれらの労務に服する人◆割り当てられた任務や職務、またそれを務める人,ノ２イ亻彳ク刀几ヌ又殳役,彳,殳,3v,3,4,7,yi,yi4,y,i4,4,none,1,-k,9,"[{""word"": ""市役所"", ""kana"": ""しやくしょ""}, {""word"": ""役に立つ"", ""kana"": ""やくにたつ""}, {""word"": ""主役"", ""kana"": ""しゅやく""}, {""word"": ""役"", ""kana"": ""やく""}, {""word"": ""役員"", ""kana"": ""やくいん""}, {""word"": ""役所"", ""kana"": ""やくしょ""}, {""word"": ""役立つ"", ""kana"": ""やくだつ""}, {""word"": ""役目"", ""kana"": ""やくめ""}, {""word"": ""役割"", ""kana"": ""やくわり""}]",以,喉,次濁,清,梗,,合,入,1,ク,"[{""initial"": ""以"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""清"", ""rhyme_category"": ""梗"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
彼,ヒ,ヒ,かの|かれ,,かの|かれ,かのじょ|かれ|かれら,◆あの、あれ、that、近くにないものを指す語、近くのものを指す語は「此(シ、この、これ)」◆あちらの、向こうの、「彼此(ヒシ、あれとこれ、あちらとこちら)」,ノ２イ亻彳フ乛ヌ又皮彼,彳,皮,3v,3,5,8,bi,bi3,b,i3,3,none,0,none,3,"[{""word"": ""彼女"", ""kana"": ""かのじょ""}, {""word"": ""彼"", ""kana"": ""かれ""}, {""word"": ""彼ら"", ""kana"": ""かれら""}]",,,,,,,,,0,,,0,,,,,0
往,オウ,オウ,い・く|ゆ・く,オウ,,おうふく,◆目的とする方に向かって行く、遠ざかって行く、去って行く、手前に向かって来るのは「復」◆過ぎ去る、行ってしまう◆以前、昔、嘗(かつ)て◆死ぬ、「死後の世界に行く、去って行く」の意,ノ２イ亻彳、丶王主往,彳,主,3v,3,5,8,wang,wang3,w,ang3,3,-ng,0,none,1,"[{""word"": ""往復"", ""kana"": ""おうふく""}]",云,喉,次濁,陽,宕,,合,上,0,,"[{""initial"": ""云"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
待,タイ,タイ|ダイ,ま・つ,タイ,ま・つ,きたい|しょうたい|しんごうまち|せったい|まちあいしつ|まちあわせる|まつ,◆その人・時間・機会などが来るまで(その状態になるまで)その場に止(とど)まる、同「𥩳」◆持て成す(もてなす)、準備を整えて応接する、心を尽くして応対する◆「不待(フタイ)」、待たない、待つまでもない、～するまでもない,ノ２イ亻彳土十、丶寸寺待,彳,寺,3v,3,6,9,dai,dai4,d,ai4,4,none,0,none,7,"[{""word"": ""待つ"", ""kana"": ""まつ""}, {""word"": ""招待"", ""kana"": ""しょうたい""}, {""word"": ""期待"", ""kana"": ""きたい""}, {""word"": ""信号待ち"", ""kana"": ""しんごうまち""}, {""word"": ""接待"", ""kana"": ""せったい""}, {""word"": ""待合室"", ""kana"": ""まちあいしつ""}, {""word"": ""待ち合わせる"", ""kana"": ""まちあわせる""}]",定,舌,全濁,咍,蟹,,,上,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""咍"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""咍"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""咍"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
律,リツ,リツ|リチ,のり,リツ,,ほうりつ,◆音楽の十二の階調のうち陽の音、六音があり「六律(ロクリツ)」という、また陰の「六呂(ロクリョ)」と合わせて「十二律呂(ジュウニリツリョ)」「律呂(リツリョ)」「呂律(リョリツ、ろれつ)」という ◆のり、決まりごと(法)の一つ一つ(律)、定め、規則、法令、「規律(キリツ)」「法律(ホウリツ)」◆定めに従う、規則に従う,ノ２イ亻彳ヨＩ｜丨肀二十聿律,彳,聿,3v,3,6,9,lv,lv4,l,v4,4,none,1,-t,1,"[{""word"": ""法律"", ""kana"": ""ほうりつ""}]",來,舌,次濁,眞,臻,,合,入,1,ツ,"[{""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""眞"", ""rhyme_category"": ""臻"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
後,コウ,コウ|グ|ゴ,のち|うしろ|あと|おく・れる,コウ|ゴ,うしろ|あと,あさって|あと|いご|うしろ|こうき|こうはい|こんご|ごご|さいご|ぜんご|そのあと|～ご,◆位置的には背の方向、時間的には未来の方向、順位・順序では下位の方向、逆は「前」「先」◆遅れる、遅れて来る◆家を継ぐ子、子孫◆簡「后」,ノ２イ亻彳くム厶幺ノ又夊夂後,彳,06後-彳,3v,3,6,9,hou,hou4,h,ou4,4,none,0,none,12,"[{""word"": ""明後日"", ""kana"": ""あさって""}, {""word"": ""後"", ""kana"": ""あと""}, {""word"": ""後ろ"", ""kana"": ""うしろ""}, {""word"": ""午後"", ""kana"": ""ごご""}, {""word"": ""最後"", ""kana"": ""さいご""}, {""word"": ""其の後"", ""kana"": ""そのあと""}, {""word"": ""～後"", ""kana"": ""～ご""}, {""word"": ""後輩"", ""kana"": ""こうはい""}, {""word"": ""今後"", ""kana"": ""こんご""}, {""word"": ""以後"", ""kana"": ""いご""}]",匣,喉,全濁,侯,流,,,上,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""侯"", ""rhyme_category"": ""流"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""侯"", ""rhyme_category"": ""流"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""侯"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""匣"", ""rhyme"": ""侯"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
徒,ト,ト|ズ|ド,かち|いたずら・に|むだ|あだ,ト,,せいと|ただ,◆かち、乗り物に乗らず歩いて行く、同「𢓂」◆何も持たない、「徒手(トシュ、手に何も持たないこと)」◆いたずら・に、むだ、あだ、空(むな)しい、無駄に、「手に何もない」「得るものが何もない」の意◆歩兵(ホヘイ、徒歩の兵士)◆人、輩(やから)、「惡徒(アクト)」◆行動を共にする人々、「徒党(トトウ)」◆同じことを(また同じ師から)学ぶ人々、弟子(テイシ、でし)、「門徒(モント)」◆古代の刑罰の一つ、労役の刑、「【清史稿:刑法志二】明律淵源蘆代以笞杖徒流死爲五刑…徒者奴也…」◆ただ、単に,ノ２イ亻彳土上止龰走徒,彳,走,3v,3,7,10,tu,tu2,t,u2,2,none,1,-k,2,"[{""word"": ""生徒"", ""kana"": ""せいと""}, {""word"": ""只/徒/唯/惟"", ""kana"": ""ただ""}]",定,舌,全濁,模,遇,,,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
従,ショウ,ショウ|ジュウ|ジュ,したが・う|したが・って,ジュウ|ジュ,したが・う|したが・って,いとこ|したがう|じゅうぎょういん,◆付き随(したが)う、前の人や物事の後(あと)に付いて行く、同「蹤」「䢨」「𨑢」◆考え・規則・指示・命令・前例などを受け入れる、また逆らうことなくその通りにする◆主となるものの次(つぎ)、次(つ)ぐ、後(あと)に続く◆仕事に就(つ)く◆「従容(ショウヨウ)」◇ゆったりとしたさま◇立ち居振る舞い(たちいふるまい)、挙動(キョドウ)◆～より、～から◆[日]したが・って、それが理由また原因で、そのために、それによって,ノ２イ亻彳ソ一上止龰従,彳,,3v,3,7,10,cong,cong2,c,ong2,2,-ng,0,none,3,"[{""word"": ""従兄弟"", ""kana"": ""いとこ""}, {""word"": ""従う"", ""kana"": ""したがう""}, {""word"": ""従業員"", ""kana"": ""じゅうぎょういん""}]",從,齒,全濁,鍾,通,,,平,0,,"[{""initial"": ""從"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""鍾"", ""rhyme_category"": ""通"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""清"", ""initial_category"": ""齒"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""鍾"", ""rhyme_category"": ""通"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""從"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""鍾"", ""rhyme_category"": ""通"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",3,gy,"[""呉/漢異"", ""通用"", ""呉/漢異""]","{""initial"": ""從"", ""rhyme"": ""鍾"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""從"", ""rhyme"": ""鍾"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
得,トク,トク,う・る|え・る,トク,う・る|え・る,うる|える|とく|とくい|とくいさき|とくてん|なっとく,◆手に入れる、手に入る、自分のものにする、自分のものになる、身に付く◆ぴったりと合う、相応(ふさわ)しい◆意に適(かな)う◆～できる◆儲(もう)かる、出て行くものより入ってくるものの方が大きい,ノ２イ亻彳日一旦十、丶寸㝵得,彳,㝵,3v,3,8,11,de,de2,d,e2,2,none,1,-k,7,"[{""word"": ""得る"", ""kana"": ""うる""}, {""word"": ""得る"", ""kana"": ""える""}, {""word"": ""得"", ""kana"": ""とく""}, {""word"": ""得意"", ""kana"": ""とくい""}, {""word"": ""得意先"", ""kana"": ""とくいさき""}, {""word"": ""得点"", ""kana"": ""とくてん""}, {""word"": ""納得"", ""kana"": ""なっとく""}]",端,舌,全清,登,曾,,開,入,1,ク,"[{""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""登"", ""rhyme_category"": ""曾"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
御,ギョ,ギョ|ゴ,お|おん|み,ゴ,お,おいでになる|おかず|おしゃべり|おしゃれ|おじょうさん|おたく|おつり|ごしゅじん|ごちそう|ご～|ばんごはん,◆(馬などを)意のままに操(あやつ)る、またその人、同「馭」◆治(おさ)める、統治(トウチ)する◆天子に関する言葉に付けて尊敬の意を表す語◆侍(はべ)る、天子に近くに仕える、またその人◆丁寧・尊敬の意を表す語、同「衘」◆防(ふせ)ぐ、防ぎ止める、同繁「禦」,ノ２イ亻彳一𠂉二十干上止正缶𦈢Ｉ｜丨フ𠃌卩卸御,彳,卸,3v,3,9,12,yu,yu4,y,u4,4,none,1,-k,11,"[{""word"": ""晩御飯"", ""kana"": ""ばんごはん""}, {""word"": ""御出でになる"", ""kana"": ""おいでになる""}, {""word"": ""御数"", ""kana"": ""おかず""}, {""word"": ""御嬢さん"", ""kana"": ""おじょうさん""}, {""word"": ""御宅"", ""kana"": ""おたく""}, {""word"": ""御釣り"", ""kana"": ""おつり""}, {""word"": ""御～"", ""kana"": ""ご～""}, {""word"": ""御主人"", ""kana"": ""ごしゅじん""}, {""word"": ""御馳走"", ""kana"": ""ごちそう""}, {""word"": ""御喋り"", ""kana"": ""おしゃべり""}]",疑,牙,次濁,魚,遇,,,去,0,,"[{""initial"": ""疑"", ""initial_category"": ""牙"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
